Marine_environment	Environment	stID	tsID	popID	filename	description	citation	URL	total_N	steps	interval_MY	trait_type	log_transformed	taxa	species	microfossil	sampling	age_model	sediment	environment2	period_start	period_end	epoch_start	epoch_end	age_start	age_end	source	publication_year	signature	lat	lon	set
benthic	marine	8	141	8_g	cheetham_saundersi_LVS.LVL	"Metrarabdotos saundersi, LVS:LVL ratio. LVS= length of shorter avicularia. LVL = length of longest avicularia "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	35	10	2.15	ratio	no	bryozoan	Metrarabdotos saundersi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	140	8_g	Cheetham_saundersi_LZ	"Metrarabdotos saundersi,  zooid length (LZ), distalmost point on  completed peristome to same point on next proximal zooid"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	35	10	2.15	linear	no	bryozoan	Metrarabdotos saundersi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	139	8_g	cheetham_saundersi_LZ.WZ	"Metrarabdotos saundersi LZ:WZ ratio. LZ= zooid length, WZ = zooid width"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	35	10	2.15	ratio	no	bryozoan	Metrarabdotos saundersi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	138	8_g	Cheetham_saundersi_WO	"Metrarabdotos saundersi, width of secondary orifice, measured perpendicular to orifice length (WO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	35	10	2.15	linear	no	bryozoan	Metrarabdotos saundersi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	137	8_g	Cheetham_saundersi_WZ	"Metrarabdotos saundersi, zooid width (distance between lateral margins of frontal shield perpendicular to length, WZ)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	35	10	2.15	linear	no	bryozoan	Metrarabdotos saundersi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	136	8_h	Cheetham_boldi_LAVL	"Metrarabdotos boldi, length of longest avicularia (LAVL)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	linear	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	135	8_h	Cheetham_boldi_LAVS	"Metrarabdotos boldi,  length of longer avicularia (LAVS)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	28	14	3.51	linear	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	134	8_h	Cheetham_boldi_LD	"Metrarabdotos boldi, distance between lateral oral denticles (LD)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	linear	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	133	8_h	cheetham_boldi_LD.WO	"Metrarabdotos boldi,  LD:WO ratio. LD=distance between lareral oral denticles . WO=width of secondary orifice, measured perpendicular to orifice length "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	ratio	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	132	8_h	Cheetham_boldi_LO	"Metrarabdotos boldi, length of secondary orifice (LO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	linear	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	131	8_a	Cheetham_auriculatum_LAVL	"Metarabdotos auriculatum, length of longer avicularia (LAVL)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	linear	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	130	8_h	cheetham_boldi_LO.WO	"Metrarabdotos boldi, LO:WO ratio. LO= length of secondary orifice . WO=width of secondary orifice, measured perpendicular to orifice length "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	ratio	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	129	8_h	cheetham_boldi_LVS.LVL	"Metrarabdotos boldi, LVS:LVL ratio. LVS= length of shorter avicularia. LVL = length of longest avicularia "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	ratio	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	128	8_h	Cheetham_boldi_LZ	"Metrarabdotos boldi,  zooid length (LZ), distalmost point on  completed peristome to same point on next proximal zooid"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	linear	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	127	8_h	cheetham_boldi_LZ.WZ	"Metrarabdotos boldi LZ:WZ ratio. LZ= zooid length, WZ = zooid width"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	ratio	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	126	8_h	Cheetham_boldi_WO	"Metrarabdotos boldi, width of secondary orifice, measured perpendicular to orifice length (WO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	linear	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	125	8_h	Cheetham_boldi_WZ	"Metrarabdotos boldi, zooid width (distance between lateral margins of frontal shield perpendicular to length, WZ)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	29	15	3.51	linear	no	bryozoan	Metrarabdotos boldi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Tortonian	Zanclean	HuntDB	2007	unknown			yes
benthic	marine	8	124	8_i	Cheetham_coatsi_LAVL	"Metrarabdotos coatsi, length of longest avicularia (LAVL)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	linear	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	123	8_i	Cheetham_coatsi_LAVS	"Metrarabdotos coatsi,  length of shorter avicularia (LAVS)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	linear	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	122	8_i	Cheetham_coatsi_LD	"Metrarabdotos coatsi, distance between lateral oral denticles (LD)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	linear	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	121	8_i	cheetham_coatsi_LD.WO	"Metrarabdotos coatsi,  LD:WO ratio. LD=distance between lareral oral denticles . WO=width of secondary orifice, measured perpendicular to orifice length "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	ratio	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	120	8_a	Cheetham_auriculatum_LAVS	"Metarabdotos auriculatum, length of shorter avicularia (LAVS)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	linear	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	119	8_i	Cheetham_coatsi_LO	"Metrarabdotos coatsi, length of secondary orifice (LO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	linear	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	118	8_i	cheetham_coatsi_LO.WO	"Metrarabdotos coatsi, LO:WO ratio. LO= length of secondary orifice . WO=width of secondary orifice, measured perpendicular to orifice length "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	ratio	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	117	8_i	cheetham_coatsi_LVS.LVL	"Metrarabdotos coatsi, LVS:LVL ratio. LVS= length of shorter avicularia. LVL = length of longest avicularia "	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	ratio	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	116	8_i	Cheetham_coatsi_LZ	"Metrarabdotos coatsi,  zooid length (LZ), distalmost point on  completed peristome to same point on next proximal zooid"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	linear	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	115	8_i	cheetham_coatsi_LZ.WZ	"Metrarabdotos coatsi LZ:WZ ratio. LZ= zooid length, WZ = zooid width"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	ratio	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	114	8_i	Cheetham_coatsi_WO	"Metrarabdotos coatsi, width of secondary orifice, measured perpendicular to orifice length (WO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	linear	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	113	8_i	Cheetham_coatsi_WZ	"Metrarabdotos coatsi, zooid width (distance between lateral margins of frontal shield perpendicular to length, WZ)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	44	14	3.1	linear	no	bryozoan	Metrarabdotos coatsi	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Messinian	Piacenzian	HuntDB	2007	unknown			yes
benthic	marine	8	112	8_a	Cheetham_auriculatum_LD	"Metarabdotos auriculatum, distance between lateral oral denticles (LD)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	linear	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	111	8_a	Cheetham_auriculatum_LO	"Metarabdotos auriculatum, length of secondary orifice (LO)"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	linear	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
benthic	marine	8	110	8_a	Cheetham_auriculatum_LZ	"Metarabdotos auriculatum, zooid length (LZ), distalmost point on  completed peristome to same point on next proximal zooid"	"Cheetham, A. H., J. Sanner, and J. B. C. Jackson. 2007. Metrarabdotos and related genera (Bryozoa : Cheilostomata) in the late Paleogene and Neogene of tropical America. Journal of Paleontology 81:1-96."	https://www.cambridge.org/core/journals/journal-of-paleontology/article/abs/metrarabdotos-and-related-genera-bryozoa-cheilostomata-in-the-late-paleogene-and-neogene-of-tropical-america/4301A04B4482589E2411E74477290398	68	20	4.7	linear	no	bryozoan	Metarabdotos auriculatum	yes	diffuse sampling	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Tortonian	Messinian	HuntDB	2007	unknown			yes
